batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,111407301.000000,1339224.000000,3167757.000000,1588894.000000,11451.505582,222987.498798,173186.128323,288,0,14144,14144,14144,0,0,0,68.083251,74.260943,0.000000,20335004415.999477,11562055808.000523,0.000000,0.000000,0.000000,0.000000
