batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,20731275.000000,21842.400000,452258.000000,321458.000000,44.231055,30488.270008,25311.957017,640,0,68935,68935,68935,0,0,0,164.457836,199.307019,0.000000,7901619578.999507,5345694510.000493,0.000000,0.000000,0.000000,0.000000
