batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,20731275.000000,19047.600000,454273.000000,286531.000000,42.609124,28318.136578,23141.823587,640,0,68935,68935,68935,0,0,0,165.567499,200.579363,0.000000,7901619578.999467,5345654418.000533,0.000000,0.000000,0.000000,0.000000
