batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
3.1.0,0.000000,31640894.000000,2443.256410,226173.000000,102061.000000,6.297474,6377.237258,1095.966500,171,0,49343,49343,326,0,49017,0,314.605082,1889.401091,0.993393,1888336218.000000,3511273348.000000,0.000000,0.000000,0.000000,0.000000
