batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
3.1.0,0.000000,111407301.000000,1364354.000000,3094431.000000,1713995.000000,9571.750691,206235.509333,156434.268594,288,0,14144,14144,35,0,14109,0,144.170652,420.234164,0.997525,20334953917.000000,11562106307.000002,0.000000,0.000000,0.000000,0.000000
