batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,0.000000,111407301.002400,284863.006200,2564786.001800,491011.006801,166.738793,58030.693384,8229.322908,512,0,14144,14144,14144,0,0,0,62.728648,69.224071,0.000000,20335004416.020416,35634807703.935226,0.000000,0.000000,0.000000,0.000000
